"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2023,1,8,"Nou Barris",48,"la Guineueta","Total. Milers d'euros","220.2"
2023,1,8,"Nou Barris",49,"Canyelles","Total. Milers d'euros","205.7"
2023,1,8,"Nou Barris",50,"les Roquetes","Total. Milers d'euros","139.5"
2023,1,8,"Nou Barris",51,"Verdun","Total. Milers d'euros","153.5"
2023,1,8,"Nou Barris",52,"la Prosperitat","Total. Milers d'euros","152.8"
2023,1,8,"Nou Barris",53,"la Trinitat Nova","Total. Milers d'euros","106.4"
2023,1,8,"Nou Barris",54,"Torre Baró","Total. Milers d'euros","240.0"
2023,1,8,"Nou Barris",55,"Ciutat Meridiana","Total. Milers d'euros","91.7"
2023,1,8,"Nou Barris",56,"Vallbona","Total. Milers d'euros","--"
2023,1,9,"Sant Andreu",57,"la Trinitat Vella","Total. Milers d'euros","131.2"
2023,1,9,"Sant Andreu",58,"Baró de Viver","Total. Milers d'euros","--"
2023,1,9,"Sant Andreu",59,"el Bon Pastor","Total. Milers d'euros","136.6"
2023,1,9,"Sant Andreu",60,"Sant Andreu","Total. Milers d'euros","285.3"
2023,1,9,"Sant Andreu",61,"la Sagrera","Total. Milers d'euros","241.7"
2023,1,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Milers d'euros","243.1"
2023,1,9,"Sant Andreu",63,"Navas","Total. Milers d'euros","260.6"
2023,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Milers d'euros","274.9"
2023,1,10,"Sant Martí",65,"el Clot","Total. Milers d'euros","327.6"
2023,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Milers d'euros","438.0"
2023,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Milers d'euros","433.8"
2023,1,10,"Sant Martí",68,"el Poblenou","Total. Milers d'euros","373.3"
2023,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Milers d'euros","492.3"
2023,1,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Milers d'euros","191.2"
2023,1,10,"Sant Martí",71,"Provençals del Poblenou","Total. Milers d'euros","252.0"
2023,1,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Milers d'euros","225.8"
2023,1,10,"Sant Martí",73,"la Verneda i la Pau","Total. Milers d'euros","165.4"
2023,1,1,"Ciutat Vella",1,"el Raval","Nou. Milers d'euros","--"
2023,1,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Milers d'euros","388.3"
2023,1,1,"Ciutat Vella",3,"la Barceloneta","Nou. Milers d'euros","235.0"
2023,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Milers d'euros","339.0"
2023,1,2,"Eixample",5,"el Fort Pienc","Nou. Milers d'euros","--"
2023,1,2,"Eixample",6,"la Sagrada Família","Nou. Milers d'euros","--"
2023,1,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Milers d'euros","936.1"
2023,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Milers d'euros","684.0"
2023,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Milers d'euros","285.1"
2023,1,2,"Eixample",10,"Sant Antoni","Nou. Milers d'euros","--"
2023,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Milers d'euros","--"
2023,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros","--"
2023,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros","--"
2023,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros","156.3"
2023,1,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros","161.7"
2023,1,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros","424.8"
2023,1,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros","--"
2023,1,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros","--"
2023,1,4,"Les Corts",19,"les Corts","Nou. Milers d'euros","516.3"
2023,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros","--"
2023,1,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros","825.0"
2023,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros","--"
2023,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros","--"
2023,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros","--"
2023,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros","504.5"
2023,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros","908.8"
2023,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros","540.8"
2023,1,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros","480.3"
2023,1,6,"Gràcia",29,"el Coll","Nou. Milers d'euros","166.3"
2023,1,6,"Gràcia",30,"la Salut","Nou. Milers d'euros","--"
2023,1,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros","625.3"
2023,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros","169.3"
2023,1,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros","158.1"
2023,1,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros","144.2"
2023,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros","144.2"
2023,1,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros","228.8"
2023,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",45,"Porta","Nou. Milers d'euros","155.0"
2023,1,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros","148.0"
2023,1,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros","--"
2023,1,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros","--"
2023,1,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros","--"
2023,1,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros","--"
2023,1,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros","--"
2023,1,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros","424.3"
2023,1,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros","--"
2023,1,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros","--"
2023,1,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros","--"
2023,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros","--"
2023,1,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros","377.7"
2023,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros","634.1"
2023,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros","--"
2023,1,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros","482.0"
2023,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros","266.0"
2023,1,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros","337.0"
2023,1,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros","227.9"
2023,1,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros","--"
2023,1,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros","--"
2023,1,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros","201.3"
2023,1,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros","378.1"
2023,1,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros","212.7"
2023,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros","329.9"
2023,1,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros","359.6"
2023,1,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros","324.3"
2023,1,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros","658.6"
2023,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros","499.7"
2023,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros","342.4"
2023,1,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros","332.6"
2023,1,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros","216.0"
2023,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros","171.0"
2023,1,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros","186.7"
2023,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros","300.5"
2023,1,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros","244.3"
2023,1,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros","201.3"
2023,1,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros","197.8"
2023,1,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros","317.2"
2023,1,4,"Les Corts",19,"les Corts","Usat. Milers d'euros","427.6"
2023,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros","423.3"
2023,1,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros","871.2"
2023,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros","302.9"
2023,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros","680.1"
2023,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros","1004.5"
2023,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros","609.1"
2023,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros","800.4"
2023,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros","535.4"
2023,1,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros","293.6"
2023,1,6,"Gràcia",29,"el Coll","Usat. Milers d'euros","215.6"
2023,1,6,"Gràcia",30,"la Salut","Usat. Milers d'euros","357.9"
2023,1,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros","382.5"
2023,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros","347.4"
2023,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros","248.4"
2023,1,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros","211.8"
2023,1,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros","231.0"
2023,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros","319.0"
2023,1,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros","193.2"
2023,1,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros","172.1"
2023,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros","199.7"
2023,1,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros","191.6"
2023,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros","267.8"
2023,1,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros","--"
2023,1,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros","228.9"
2023,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros","230.7"
2023,1,8,"Nou Barris",45,"Porta","Usat. Milers d'euros","175.3"
2023,1,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros","155.3"
2023,1,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros","--"
2023,1,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros","220.2"
2023,1,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros","205.7"
2023,1,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros","139.5"
2023,1,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros","139.3"
2023,1,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros","153.7"
2023,1,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros","106.4"
2023,1,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros","240.0"
2023,1,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros","91.7"
2023,1,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros","--"
2023,1,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros","131.2"
2023,1,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros","--"
2023,1,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros","136.6"
2023,1,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros","267.1"
2023,1,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros","241.7"
2023,1,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros","208.9"
2023,1,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros","260.6"
2023,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros","274.9"
2023,1,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros","277.6"
2023,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros","387.2"
2023,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros","433.8"
2023,1,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros","344.0"
2023,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros","521.8"
2023,1,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros","145.6"
2023,1,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros","259.8"
2023,1,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros","225.8"
2023,1,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros","165.4"
2023,1,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït","3163.6"
2023,1,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït","4598.6"
2023,1,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït","5460.4"
2023,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït","4710.0"
2023,1,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït","4535.8"
2023,1,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït","4622.2"
2023,1,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït","6007.6"
2023,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït","5146.0"
2023,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït","4404.0"
2023,1,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït","4147.2"
2023,1,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït","3666.9"
2023,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït","2171.7"
2023,1,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït","2937.8"
2023,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït","3558.1"
2023,1,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït","3313.1"
2023,1,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït","4219.4"
2023,1,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït","3205.4"
2023,1,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït","4002.6"
2023,1,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït","4997.7"
2023,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït","4769.5"
2023,1,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït","5606.7"
2023,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït","3571.0"
2023,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït","6424.6"
2023,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït","6261.8"
2023,1,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït","5393.5"
2023,1,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït","5834.0"
2023,1,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït","4695.9"
2023,1,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït","4282.0"
2023,1,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït","3050.6"
2023,1,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït","4309.5"
2023,1,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït","5129.2"
2023,1,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït","4560.7"
2023,1,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït","3933.3"
2023,1,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït","3112.0"
2023,1,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït","3452.5"
2023,1,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït","3799.7"
2023,1,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït","2846.9"
2023,1,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït","2550.7"
2023,1,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït","2574.8"
2023,1,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït","3617.4"
2023,1,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït","4405.6"
2023,1,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït","--"
2023,1,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït","2915.3"
2023,1,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït","3162.7"
2023,1,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït","2714.3"
2023,1,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït","2545.5"
2023,1,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït","--"
2023,1,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït","2650.9"
2023,1,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït","2682.2"
2023,1,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït","2099.1"
2023,1,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït","2692.6"
2023,1,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït","2634.4"
2023,1,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït","1821.5"
2023,1,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït","1585.7"
2023,1,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït","1600.9"
2023,1,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït","--"
2023,1,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït","2031.5"
2023,1,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït","--"
2023,1,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït","2102.3"
2023,1,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït","3395.9"
2023,1,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït","3342.3"
2023,1,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït","3652.6"
2023,1,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït","3265.6"
2023,1,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït","4011.8"
2023,1,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït","4514.6"
2023,1,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït","5303.6"
2023,1,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït","5052.8"
2023,1,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït","5052.3"
2023,1,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït","5415.2"
2023,1,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït","2771.3"
2023,1,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït","3522.6"
2023,1,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït","3227.7"
2023,1,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït","2405.9"
2023,1,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït","--"
2023,1,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït","5826.9"
2023,1,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït","4635.4"
2023,1,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït","4161.5"
2023,1,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït","--"
2023,1,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït","--"
2023,1,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït","8190.4"
2023,1,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït","6580.0"
2023,1,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït","4201.8"
2023,1,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït","--"
2023,1,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït","--"
2023,1,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït","--"
2023,1,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït","--"
2023,1,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït","1971.8"
2023,1,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït","2358.9"
2023,1,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït","4527.0"
2023,1,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït","--"
2023,1,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït","--"
2023,1,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït","5889.2"
2023,1,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït","--"
2023,1,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït","5461.1"
2023,1,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït","--"
2023,1,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït","--"
2023,1,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït","--"
