Any,Mes,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Codi_Postal,ConsumResidencial
2019,1,1,Ciutat Vella,1,el Raval,8001,5547299
2019,1,1,Ciutat Vella,1,el Raval,8002,4535282
2019,1,1,Ciutat Vella,1,el Raval,8007,3115277
2019,1,1,Ciutat Vella,1,el Raval,8038,4812237
2019,1,1,Ciutat Vella,1,el Raval,8039,818276
2019,1,1,Ciutat Vella,2,el Barri Gòtic,8002,4535282
2019,1,1,Ciutat Vella,2,el Barri Gòtic,8003,6400364
2019,1,1,Ciutat Vella,2,el Barri Gòtic,8010,1918280
2019,1,1,Ciutat Vella,2,el Barri Gòtic,8039,818276
2019,1,1,Ciutat Vella,3,la Barceloneta,8003,6400364
2019,1,1,Ciutat Vella,3,la Barceloneta,8005,7809118
2019,1,1,Ciutat Vella,3,la Barceloneta,8039,818276
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8003,6400364
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8010,1918280
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8018,7130851
2019,1,2,Eixample,5,el Fort Pienc,8010,1918280
2019,1,2,Eixample,5,el Fort Pienc,8013,10964721
2019,1,2,Eixample,5,el Fort Pienc,8018,7130851
2019,1,2,Eixample,6,la Sagrada Família,8013,10964721
2019,1,2,Eixample,6,la Sagrada Família,8025,9143578
2019,1,2,Eixample,7,la Dreta de l'Eixample,8001,5547299
2019,1,2,Eixample,7,la Dreta de l'Eixample,8002,4535282
2019,1,2,Eixample,7,la Dreta de l'Eixample,8007,3115277
2019,1,2,Eixample,7,la Dreta de l'Eixample,8008,1881725
2019,1,2,Eixample,7,la Dreta de l'Eixample,8009,3138751
2019,1,2,Eixample,7,la Dreta de l'Eixample,8010,1918280
2019,1,2,Eixample,7,la Dreta de l'Eixample,8013,10964721
2019,1,2,Eixample,7,la Dreta de l'Eixample,8025,9143578
2019,1,2,Eixample,7,la Dreta de l'Eixample,8037,2679321
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8007,3115277
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8008,1881725
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8011,8635674
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8029,9593150
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8036,4222171
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,8011,8635674
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,8015,7835876
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,8029,9593150
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,8036,4222171
2019,1,2,Eixample,10,Sant Antoni,8007,3115277
2019,1,2,Eixample,10,Sant Antoni,8011,8635674
2019,1,2,Eixample,10,Sant Antoni,8015,7835876
2019,1,3,Sants-Montjuïc,11,el Poble-sec,8004,6041215
2019,1,3,Sants-Montjuïc,11,el Poble-sec,8038,4812237
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8038,4812237
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8039,818276
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8040,1790656
2019,1,3,Sants-Montjuïc,13,la Marina de Port,8038,4812237
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,8004,6041215
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,8038,4812237
2019,1,3,Sants-Montjuïc,15,Hostafrancs,8014,8397712
2019,1,3,Sants-Montjuïc,16,la Bordeta,8014,8397712
2019,1,3,Sants-Montjuïc,17,Sants - Badal,8028,12065700
2019,1,3,Sants-Montjuïc,18,Sants,8014,8397712
2019,1,3,Sants-Montjuïc,18,Sants,8028,12065700
2019,1,3,Sants-Montjuïc,18,Sants,8029,9593150
2019,1,4,Les Corts,19,les Corts,8014,8397712
2019,1,4,Les Corts,19,les Corts,8017,6682253
2019,1,4,Les Corts,19,les Corts,8028,12065700
2019,1,4,Les Corts,19,les Corts,8029,9593150
2019,1,4,Les Corts,19,les Corts,8034,7105097
2019,1,4,Les Corts,20,la Maternitat i Sant Ramon,8028,12065700
2019,1,4,Les Corts,21,Pedralbes,8034,7105097
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8017,6682253
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8035,3981283
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,8017,6682253
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,8034,7105097
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,8017,6682253
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,8022,5865356
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8017,6682253
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8022,5865356
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8035,3981283
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8006,5357815
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8017,6682253
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8021,6641462
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8006,5357815
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8012,5572979
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8022,5865356
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8023,5246185
2019,1,6,Gràcia,28,Vallcarca i els Penitents,8023,5246185
2019,1,6,Gràcia,28,Vallcarca i els Penitents,8024,7281899
2019,1,6,Gràcia,28,Vallcarca i els Penitents,8035,3981283
2019,1,6,Gràcia,29,el Coll,8023,5246185
2019,1,6,Gràcia,29,el Coll,8032,6699305
2019,1,6,Gràcia,29,el Coll,8035,3981283
2019,1,6,Gràcia,30,la Salut,8023,5246185
2019,1,6,Gràcia,30,la Salut,8024,7281899
2019,1,6,Gràcia,31,la Vila de Gràcia,8006,5357815
2019,1,6,Gràcia,31,la Vila de Gràcia,8008,1881725
2019,1,6,Gràcia,31,la Vila de Gràcia,8012,5572979
2019,1,6,Gràcia,31,la Vila de Gràcia,8023,5246185
2019,1,6,Gràcia,31,la Vila de Gràcia,8024,7281899
2019,1,6,Gràcia,31,la Vila de Gràcia,8037,2679321
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8024,7281899
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8025,9143578
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8037,2679321
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,8024,7281899
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,8025,9143578
2019,1,7,Horta-Guinardó,34,Can Baró,8024,7281899
2019,1,7,Horta-Guinardó,34,Can Baró,8032,6699305
2019,1,7,Horta-Guinardó,34,Can Baró,8041,5281922
2019,1,7,Horta-Guinardó,35,el Guinardó,8024,7281899
2019,1,7,Horta-Guinardó,35,el Guinardó,8025,9143578
2019,1,7,Horta-Guinardó,35,el Guinardó,8032,6699305
2019,1,7,Horta-Guinardó,35,el Guinardó,8041,5281922
2019,1,7,Horta-Guinardó,36,la Font d'en Fargues,8032,6699305
2019,1,7,Horta-Guinardó,37,el Carmel,8023,5246185
2019,1,7,Horta-Guinardó,37,el Carmel,8024,7281899
2019,1,7,Horta-Guinardó,37,el Carmel,8032,6699305
2019,1,7,Horta-Guinardó,38,la Teixonera,8032,6699305
2019,1,7,Horta-Guinardó,38,la Teixonera,8035,3981283
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,8035,3981283
2019,1,7,Horta-Guinardó,40,Montbau,8035,3981283
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,8035,3981283
2019,1,7,Horta-Guinardó,42,la Clota,8032,6699305
2019,1,7,Horta-Guinardó,42,la Clota,8035,3981283
2019,1,7,Horta-Guinardó,43,Horta,8031,5113685
2019,1,7,Horta-Guinardó,43,Horta,8032,6699305
2019,1,7,Horta-Guinardó,43,Horta,8035,3981283
2019,1,7,Horta-Guinardó,43,Horta,8042,4985470
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8016,6584596
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8027,6932325
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8031,5113685
2019,1,8,Nou Barris,45,Porta,8016,6584596
2019,1,8,Nou Barris,45,Porta,8042,4985470
2019,1,8,Nou Barris,46,el Turó de la Peira,8031,5113685
2019,1,8,Nou Barris,47,Can Peguera,8031,5113685
2019,1,8,Nou Barris,47,Can Peguera,8042,4985470
2019,1,8,Nou Barris,48,la Guineueta,8042,4985470
2019,1,8,Nou Barris,49,Canyelles,8033,2754633
2019,1,8,Nou Barris,49,Canyelles,8035,3981283
2019,1,8,Nou Barris,49,Canyelles,8042,4985470
2019,1,8,Nou Barris,50,les Roquetes,8033,2754633
2019,1,8,Nou Barris,50,les Roquetes,8042,4985470
2019,1,8,Nou Barris,51,Verdun,8042,4985470
2019,1,8,Nou Barris,52,la Prosperitat,8016,6584596
2019,1,8,Nou Barris,53,la Trinitat Nova,8033,2754633
2019,1,8,Nou Barris,53,la Trinitat Nova,8042,4985470
2019,1,8,Nou Barris,54,Torre Baró,8033,2754633
2019,1,8,Nou Barris,55,Ciutat Meridiana,8033,2754633
2019,1,8,Nou Barris,56,Vallbona,8033,2754633
2019,1,9,Sant Andreu,57,la Trinitat Vella,8030,9858839
2019,1,9,Sant Andreu,57,la Trinitat Vella,8033,2754633
2019,1,9,Sant Andreu,58,Baró de Viver,8030,9858839
2019,1,9,Sant Andreu,59,el Bon Pastor,8020,5990829
2019,1,9,Sant Andreu,59,el Bon Pastor,8030,9858839
2019,1,9,Sant Andreu,60,Sant Andreu,8016,6584596
2019,1,9,Sant Andreu,60,Sant Andreu,8030,9858839
2019,1,9,Sant Andreu,61,la Sagrera,8020,5990829
2019,1,9,Sant Andreu,61,la Sagrera,8027,6932325
2019,1,9,Sant Andreu,62,el Congrés i els Indians,8027,6932325
2019,1,9,Sant Andreu,63,Navas,8027,6932325
2019,1,9,Sant Andreu,63,Navas,8041,5281922
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,8013,10964721
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,8025,9143578
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,8026,7206566
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,8041,5281922
2019,1,10,Sant Martí,65,el Clot,8013,10964721
2019,1,10,Sant Martí,65,el Clot,8018,7130851
2019,1,10,Sant Martí,65,el Clot,8026,7206566
2019,1,10,Sant Martí,65,el Clot,8027,6932325
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,8005,7809118
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,8018,7130851
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,8003,6400364
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,8005,7809118
2019,1,10,Sant Martí,68,el Poblenou,8005,7809118
2019,1,10,Sant Martí,68,el Poblenou,8018,7130851
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,8005,7809118
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,8019,6161948
2019,1,10,Sant Martí,70,el Besòs i el Maresme,8019,6161948
2019,1,10,Sant Martí,70,el Besòs i el Maresme,8020,5990829
2019,1,10,Sant Martí,71,Provençals del Poblenou,8018,7130851
2019,1,10,Sant Martí,71,Provençals del Poblenou,8019,6161948
2019,1,10,Sant Martí,71,Provençals del Poblenou,8020,5990829
2019,1,10,Sant Martí,72,Sant Martí de Provençals,8018,7130851
2019,1,10,Sant Martí,72,Sant Martí de Provençals,8020,5990829
2019,1,10,Sant Martí,73,la Verneda i la Pau,8020,5990829
2019,2,1,Ciutat Vella,1,el Raval,8001,4397198
2019,2,1,Ciutat Vella,1,el Raval,8002,3749871
2019,2,1,Ciutat Vella,1,el Raval,8007,2575870
2019,2,1,Ciutat Vella,1,el Raval,8038,3895774
2019,2,1,Ciutat Vella,1,el Raval,8039,765974
2019,2,1,Ciutat Vella,2,el Barri Gòtic,8002,3749871
2019,2,1,Ciutat Vella,2,el Barri Gòtic,8003,5123052
2019,2,1,Ciutat Vella,2,el Barri Gòtic,8010,1583822
2019,2,1,Ciutat Vella,2,el Barri Gòtic,8039,765974
2019,2,1,Ciutat Vella,3,la Barceloneta,8003,5123052
2019,2,1,Ciutat Vella,3,la Barceloneta,8005,6271730
2019,2,1,Ciutat Vella,3,la Barceloneta,8039,765974
2019,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8003,5123052
2019,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8010,1583822
2019,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8018,5749724
2019,2,2,Eixample,5,el Fort Pienc,8010,1583822
2019,2,2,Eixample,5,el Fort Pienc,8013,8788163
2019,2,2,Eixample,5,el Fort Pienc,8018,5749724
2019,2,2,Eixample,6,la Sagrada Família,8013,8788163
2019,2,2,Eixample,6,la Sagrada Família,8025,7434626
2019,2,2,Eixample,7,la Dreta de l'Eixample,8001,4397198
2019,2,2,Eixample,7,la Dreta de l'Eixample,8002,3749871
2019,2,2,Eixample,7,la Dreta de l'Eixample,8007,2575870
2019,2,2,Eixample,7,la Dreta de l'Eixample,8008,1513325
2019,2,2,Eixample,7,la Dreta de l'Eixample,8009,2525093
2019,2,2,Eixample,7,la Dreta de l'Eixample,8010,1583822
2019,2,2,Eixample,7,la Dreta de l'Eixample,8013,8788163
2019,2,2,Eixample,7,la Dreta de l'Eixample,8025,7434626
2019,2,2,Eixample,7,la Dreta de l'Eixample,8037,2204433
2019,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8007,2575870
2019,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8008,1513325
2019,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8011,6909891
2019,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8029,7712732
2019,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8036,3417758
2019,2,2,Eixample,9,la Nova Esquerra de l'Eixample,8011,6909891
2019,2,2,Eixample,9,la Nova Esquerra de l'Eixample,8015,6226179
2019,2,2,Eixample,9,la Nova Esquerra de l'Eixample,8029,7712732
2019,2,2,Eixample,9,la Nova Esquerra de l'Eixample,8036,3417758
2019,2,2,Eixample,10,Sant Antoni,8007,2575870
2019,2,2,Eixample,10,Sant Antoni,8011,6909891
2019,2,2,Eixample,10,Sant Antoni,8015,6226179
2019,2,3,Sants-Montjuïc,11,el Poble-sec,8004,4751641
2019,2,3,Sants-Montjuïc,11,el Poble-sec,8038,3895774
2019,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8038,3895774
2019,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8039,765974
2019,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8040,1603700
2019,2,3,Sants-Montjuïc,13,la Marina de Port,8038,3895774
2019,2,3,Sants-Montjuïc,14,la Font de la Guatlla,8004,4751641
2019,2,3,Sants-Montjuïc,14,la Font de la Guatlla,8038,3895774
2019,2,3,Sants-Montjuïc,15,Hostafrancs,8014,6502226
2019,2,3,Sants-Montjuïc,16,la Bordeta,8014,6502226
2019,2,3,Sants-Montjuïc,17,Sants - Badal,8028,9524189
2019,2,3,Sants-Montjuïc,18,Sants,8014,6502226
2019,2,3,Sants-Montjuïc,18,Sants,8028,9524189
2019,2,3,Sants-Montjuïc,18,Sants,8029,7712732
2019,2,4,Les Corts,19,les Corts,8014,6502226
2019,2,4,Les Corts,19,les Corts,8017,5389740
2019,2,4,Les Corts,19,les Corts,8028,9524189
2019,2,4,Les Corts,19,les Corts,8029,7712732
2019,2,4,Les Corts,19,les Corts,8034,5659405
2019,2,4,Les Corts,20,la Maternitat i Sant Ramon,8028,9524189
2019,2,4,Les Corts,21,Pedralbes,8034,5659405
2019,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8017,5389740
2019,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8035,3080962
2019,2,5,Sarrià-Sant Gervasi,23,Sarrià,8017,5389740
2019,2,5,Sarrià-Sant Gervasi,23,Sarrià,8034,5659405
2019,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,8017,5389740
2019,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,8022,4717510
2019,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8017,5389740
2019,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8022,4717510
2019,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8035,3080962
2019,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8006,4361405
2019,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8017,5389740
2019,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8021,5432487
2019,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8006,4361405
2019,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8012,4405074
2019,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8022,4717510
2019,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8023,4185664
2019,2,6,Gràcia,28,Vallcarca i els Penitents,8023,4185664
2019,2,6,Gràcia,28,Vallcarca i els Penitents,8024,5750291
2019,2,6,Gràcia,28,Vallcarca i els Penitents,8035,3080962
2019,2,6,Gràcia,29,el Coll,8023,4185664
2019,2,6,Gràcia,29,el Coll,8032,5200034
2019,2,6,Gràcia,29,el Coll,8035,3080962
2019,2,6,Gràcia,30,la Salut,8023,4185664
2019,2,6,Gràcia,30,la Salut,8024,5750291
2019,2,6,Gràcia,31,la Vila de Gràcia,8006,4361405
2019,2,6,Gràcia,31,la Vila de Gràcia,8008,1513325
2019,2,6,Gràcia,31,la Vila de Gràcia,8012,4405074
2019,2,6,Gràcia,31,la Vila de Gràcia,8023,4185664
2019,2,6,Gràcia,31,la Vila de Gràcia,8024,5750291
2019,2,6,Gràcia,31,la Vila de Gràcia,8037,2204433
2019,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8024,5750291
2019,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8025,7434626
2019,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8037,2204433
2019,2,7,Horta-Guinardó,33,el Baix Guinardó,8024,5750291
2019,2,7,Horta-Guinardó,33,el Baix Guinardó,8025,7434626
2019,2,7,Horta-Guinardó,34,Can Baró,8024,5750291
2019,2,7,Horta-Guinardó,34,Can Baró,8032,5200034
2019,2,7,Horta-Guinardó,34,Can Baró,8041,4151885
2019,2,7,Horta-Guinardó,35,el Guinardó,8024,5750291
2019,2,7,Horta-Guinardó,35,el Guinardó,8025,7434626
2019,2,7,Horta-Guinardó,35,el Guinardó,8032,5200034
2019,2,7,Horta-Guinardó,35,el Guinardó,8041,4151885
2019,2,7,Horta-Guinardó,36,la Font d'en Fargues,8032,5200034
2019,2,7,Horta-Guinardó,37,el Carmel,8023,4185664
2019,2,7,Horta-Guinardó,37,el Carmel,8024,5750291
2019,2,7,Horta-Guinardó,37,el Carmel,8032,5200034
2019,2,7,Horta-Guinardó,38,la Teixonera,8032,5200034
2019,2,7,Horta-Guinardó,38,la Teixonera,8035,3080962
2019,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,8035,3080962
2019,2,7,Horta-Guinardó,40,Montbau,8035,3080962
2019,2,7,Horta-Guinardó,41,la Vall d'Hebron,8035,3080962
2019,2,7,Horta-Guinardó,42,la Clota,8032,5200034
2019,2,7,Horta-Guinardó,42,la Clota,8035,3080962
2019,2,7,Horta-Guinardó,43,Horta,8031,3957430
2019,2,7,Horta-Guinardó,43,Horta,8032,5200034
2019,2,7,Horta-Guinardó,43,Horta,8035,3080962
2019,2,7,Horta-Guinardó,43,Horta,8042,3911530
2019,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8016,5130743
2019,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8027,5437294
2019,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8031,3957430
2019,2,8,Nou Barris,45,Porta,8016,5130743
2019,2,8,Nou Barris,45,Porta,8042,3911530
2019,2,8,Nou Barris,46,el Turó de la Peira,8031,3957430
2019,2,8,Nou Barris,47,Can Peguera,8031,3957430
2019,2,8,Nou Barris,47,Can Peguera,8042,3911530
2019,2,8,Nou Barris,48,la Guineueta,8042,3911530
2019,2,8,Nou Barris,49,Canyelles,8033,2187731
2019,2,8,Nou Barris,49,Canyelles,8035,3080962
2019,2,8,Nou Barris,49,Canyelles,8042,3911530
2019,2,8,Nou Barris,50,les Roquetes,8033,2187731
2019,2,8,Nou Barris,50,les Roquetes,8042,3911530
2019,2,8,Nou Barris,51,Verdun,8042,3911530
2019,2,8,Nou Barris,52,la Prosperitat,8016,5130743
2019,2,8,Nou Barris,53,la Trinitat Nova,8033,2187731
2019,2,8,Nou Barris,53,la Trinitat Nova,8042,3911530
2019,2,8,Nou Barris,54,Torre Baró,8033,2187731
2019,2,8,Nou Barris,55,Ciutat Meridiana,8033,2187731
2019,2,8,Nou Barris,56,Vallbona,8033,2187731
2019,2,9,Sant Andreu,57,la Trinitat Vella,8030,8026801
2019,2,9,Sant Andreu,57,la Trinitat Vella,8033,2187731
2019,2,9,Sant Andreu,58,Baró de Viver,8030,8026801
2019,2,9,Sant Andreu,59,el Bon Pastor,8020,4686974
2019,2,9,Sant Andreu,59,el Bon Pastor,8030,8026801
2019,2,9,Sant Andreu,60,Sant Andreu,8016,5130743
2019,2,9,Sant Andreu,60,Sant Andreu,8030,8026801
2019,2,9,Sant Andreu,61,la Sagrera,8020,4686974
2019,2,9,Sant Andreu,61,la Sagrera,8027,5437294
2019,2,9,Sant Andreu,62,el Congrés i els Indians,8027,5437294
2019,2,9,Sant Andreu,63,Navas,8027,5437294
2019,2,9,Sant Andreu,63,Navas,8041,4151885
2019,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,8013,8788163
2019,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,8025,7434626
2019,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,8026,5596281
2019,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,8041,4151885
2019,2,10,Sant Martí,65,el Clot,8013,8788163
2019,2,10,Sant Martí,65,el Clot,8018,5749724
2019,2,10,Sant Martí,65,el Clot,8026,5596281
2019,2,10,Sant Martí,65,el Clot,8027,5437294
2019,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,8005,6271730
2019,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,8018,5749724
2019,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,8003,5123052
2019,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,8005,6271730
2019,2,10,Sant Martí,68,el Poblenou,8005,6271730
2019,2,10,Sant Martí,68,el Poblenou,8018,5749724
2019,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,8005,6271730
2019,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,8019,4955729
2019,2,10,Sant Martí,70,el Besòs i el Maresme,8019,4955729
2019,2,10,Sant Martí,70,el Besòs i el Maresme,8020,4686974
2019,2,10,Sant Martí,71,Provençals del Poblenou,8018,5749724
2019,2,10,Sant Martí,71,Provençals del Poblenou,8019,4955729
2019,2,10,Sant Martí,71,Provençals del Poblenou,8020,4686974
2019,2,10,Sant Martí,72,Sant Martí de Provençals,8018,5749724
2019,2,10,Sant Martí,72,Sant Martí de Provençals,8020,4686974
2019,2,10,Sant Martí,73,la Verneda i la Pau,8020,4686974
2019,3,1,Ciutat Vella,1,el Raval,8001,4069175
2019,3,1,Ciutat Vella,1,el Raval,8002,3589213
2019,3,1,Ciutat Vella,1,el Raval,8007,2615169
2019,3,1,Ciutat Vella,1,el Raval,8038,3859131
2019,3,1,Ciutat Vella,1,el Raval,8039,793111
2019,3,1,Ciutat Vella,2,el Barri Gòtic,8002,3589213
2019,3,1,Ciutat Vella,2,el Barri Gòtic,8003,4741363
2019,3,1,Ciutat Vella,2,el Barri Gòtic,8010,1528702
2019,3,1,Ciutat Vella,2,el Barri Gòtic,8039,793111
2019,3,1,Ciutat Vella,3,la Barceloneta,8003,4741363
2019,3,1,Ciutat Vella,3,la Barceloneta,8005,6122873
2019,3,1,Ciutat Vella,3,la Barceloneta,8039,793111
2019,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8003,4741363
2019,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8010,1528702
2019,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8018,5758327
2019,3,2,Eixample,5,el Fort Pienc,8010,1528702
2019,3,2,Eixample,5,el Fort Pienc,8013,8375868
2019,3,2,Eixample,5,el Fort Pienc,8018,5758327
2019,3,2,Eixample,6,la Sagrada Família,8013,8375868
2019,3,2,Eixample,6,la Sagrada Família,8025,7130511
2019,3,2,Eixample,7,la Dreta de l'Eixample,8001,4069175
2019,3,2,Eixample,7,la Dreta de l'Eixample,8002,3589213
2019,3,2,Eixample,7,la Dreta de l'Eixample,8007,2615169
2019,3,2,Eixample,7,la Dreta de l'Eixample,8008,1481020
2019,3,2,Eixample,7,la Dreta de l'Eixample,8009,2406229
2019,3,2,Eixample,7,la Dreta de l'Eixample,8010,1528702
2019,3,2,Eixample,7,la Dreta de l'Eixample,8013,8375868
2019,3,2,Eixample,7,la Dreta de l'Eixample,8025,7130511
2019,3,2,Eixample,7,la Dreta de l'Eixample,8037,2138506
2019,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8007,2615169
2019,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8008,1481020
2019,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8011,6604616
2019,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8029,7503519
2019,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8036,3265503
2019,3,2,Eixample,9,la Nova Esquerra de l'Eixample,8011,6604616
2019,3,2,Eixample,9,la Nova Esquerra de l'Eixample,8015,5838913
2019,3,2,Eixample,9,la Nova Esquerra de l'Eixample,8029,7503519
2019,3,2,Eixample,9,la Nova Esquerra de l'Eixample,8036,3265503
2019,3,2,Eixample,10,Sant Antoni,8007,2615169
2019,3,2,Eixample,10,Sant Antoni,8011,6604616
2019,3,2,Eixample,10,Sant Antoni,8015,5838913
2019,3,3,Sants-Montjuïc,11,el Poble-sec,8004,4404302
2019,3,3,Sants-Montjuïc,11,el Poble-sec,8038,3859131
2019,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8038,3859131
2019,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8039,793111
2019,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8040,1733960
2019,3,3,Sants-Montjuïc,13,la Marina de Port,8038,3859131
2019,3,3,Sants-Montjuïc,14,la Font de la Guatlla,8004,4404302
2019,3,3,Sants-Montjuïc,14,la Font de la Guatlla,8038,3859131
2019,3,3,Sants-Montjuïc,15,Hostafrancs,8014,5990125
